37.50.0.0,37.51.255.255,131072,24/01/12,Telekom Deutschland GmbH
37.58.48.0,37.58.63.255,4096,17/01/12,Leaseweb Deutschland GmbH
37.61.128.0,37.61.143.255,4096,20/01/12,suec // dacor GmbH
37.61.192.0,37.61.223.255,8192,23/01/12,Host Europe GmbH
37.80.0.0,37.95.255.255,1048576,24/01/12,Telekom Deutschland GmbH
37.114.32.0,37.114.63.255,8192,10/02/12,intercolo GmbH
37.114.96.0,37.114.127.255,8192,13/02/12,Accelerated IT Services & Consulting GmbH
37.120.0.0,37.120.127.255,32768,13/02/12,Tele Columbus AG
37.120.160.0,37.120.191.255,8192,13/02/12,netcup GmbH
37.130.128.0,37.130.143.255,4096,21/02/12,recast IT GmbH & Co. KG
37.138.0.0,37.138.255.255,65536,23/02/12,EWE TEL GmbH
37.156.80.0,37.156.95.255,4096,13/03/12,komro GmbH
37.201.0.0,37.201.255.255,65536,22/03/12,Unitymedia NRW GmbH
37.209.0.0,37.209.127.255,32768,29/03/12,Unitymedia BW GmbH
37.228.160.0,37.228.175.255,4096,10/04/12,TelemaxX Telekommunikation GmbH
37.228.176.0,37.228.191.255,4096,10/04/12,Telekommunikation Lindau (B) GmbH
37.230.0.0,37.230.31.255,8192,11/04/12,VSE NET GmbH
37.247.64.0,37.247.95.255,8192,18/04/12,Envia Tel GmbH
37.251.224.0,37.251.239.255,4096,18/04/12,AnschlussWerk GmbH
46.4.0.0,46.4.255.255,65536,19/08/10,Hetzner Online GmbH
46.5.0.0,46.5.255.255,65536,02/09/10,Unitymedia BW GmbH
46.20.32.0,46.20.47.255,4096,19/08/10,myLoc managed IT AG
46.21.0.0,46.21.15.255,4096,20/10/10,Occino GmbH
46.22.0.0,46.22.15.255,4096,18/11/10,wilhelm.tel GmbH
46.22.32.0,46.22.47.255,4096,22/11/10,PlusServer GmbH
46.23.16.0,46.23.31.255,4096,01/12/10,Cerner Health Services Deutschland GmbH
46.23.208.0,46.23.223.255,4096,10/12/10,PlusServer GmbH
46.33.64.0,46.33.95.255,8192,31/08/10,
46.35.32.0,46.35.47.255,4096,13/10/10,WEMACOM Telekommunikation GmbH
46.35.48.0,46.35.63.255,4096,13/10/10,IDKOM Networks GmbH
46.38.224.0,46.38.255.255,8192,02/12/10,netcup GmbH
46.41.0.0,46.41.63.255,16384,12/07/10,Portunity GmbH
46.59.128.0,46.59.255.255,32768,21/10/10,wilhelm.tel GmbH
46.78.0.0,46.79.255.255,131072,28/09/10,Telekom Deutschland GmbH
46.80.0.0,46.95.255.255,1048576,07/06/10,Deutsche Telekom AG
46.108.0.0,46.108.127.255,32768,21/07/10,Vodafone Group Services GmbH
46.108.128.0,46.108.255.255,32768,21/07/10,Vodafone Group Services GmbH
46.110.0.0,46.110.255.255,65536,27/07/10,IGN electronics GmbH
46.114.0.0,46.115.255.255,131072,11/05/10,Telefonica Germany GmbH & Co.OHG
46.128.0.0,46.128.255.255,65536,30/09/10,Tele Columbus AG
46.142.0.0,46.142.255.255,65536,25/11/10,1&1 Versatel Deutschland GmbH
46.163.64.0,46.163.79.255,4096,30/11/10,Host Europe GmbH
46.165.128.0,46.165.191.255,16384,13/12/10,inexio Informationstechnologie und Telekommunikation Gmbh
46.165.192.0,46.165.255.255,16384,13/12/10,Leaseweb Deutschland GmbH
46.167.160.0,46.167.191.255,8192,04/03/11,Adacor Hosting GmbH
46.189.0.0,46.189.127.255,32768,03/12/10,1&1 Versatel Deutschland GmbH
46.190.128.0,46.190.255.255,32768,09/12/10,Vodafone Group Services GmbH
46.223.0.0,46.223.255.255,65536,26/01/11,Unitymedia BW GmbH
46.228.192.0,46.228.207.255,4096,08/02/11,myLoc managed IT AG
46.229.0.0,46.229.15.255,4096,09/02/11,DegNet GmbH
46.229.16.0,46.229.31.255,4096,14/02/11,Aligia GmbH
46.229.32.0,46.229.47.255,4096,14/02/11,Symgenius GmbH & Co. KG
46.236.192.0,46.236.255.255,16384,28/12/10,TAL.DE Klaus Internet Service GmbH
46.237.192.0,46.237.255.255,16384,26/01/11,Unitymedia BW GmbH
46.244.128.0,46.244.255.255,32768,29/12/10,M-net Telekommunikations GmbH
46.252.16.0,46.252.31.255,4096,16/12/10,Host Europe GmbH
46.252.128.0,46.252.143.255,4096,13/02/12,Unitymedia NRW GmbH
46.252.192.0,46.252.207.255,4096,23/12/10,Host Europe GmbH
46.253.16.0,46.253.31.255,4096,30/12/10,Megaspace Internet Services GmbH
46.253.48.0,46.253.63.255,4096,04/01/11,Muth Citynetz Halle GmbH
46.253.64.0,46.253.79.255,4096,04/01/11,ip-fabric GmbH
46.253.112.0,46.253.127.255,4096,14/01/11,Aixit GmbH
46.253.144.0,46.253.159.255,4096,14/01/11,Gamigo AG
46.253.240.0,46.253.255.255,4096,28/01/11,LueneCom Kommunikationsloesungen GmbH
49.12.0.0,49.13.255.255,131072,21/10/10,Hetzner Online GmbH
51.4.0.0,51.5.255.255,131072,01/09/93,
51.8.0.0,51.8.255.255,65536,01/09/93,
53.0.0.0,53.255.255.255,16777216,17/03/92,
62.4.64.0,62.4.95.255,8192,09/06/00,euNetworks GmbH
62.8.32.0,62.8.63.255,8192,19/11/04,ith Kommunikationstechnik GmbH
62.8.128.0,62.8.255.255,32768,06/12/00,Plusnet GmbH
62.24.0.0,62.24.31.255,8192,02/05/97,Claranet Gmbh
62.26.0.0,62.27.255.255,131072,29/12/99,ecotel communication ag
62.40.0.0,62.40.31.255,8192,02/05/97,CANCOM Pironet AG & Co. KG
62.44.32.0,62.44.63.255,8192,11/10/06,Hamburg Suedamerikanische Dampfschifffahrts-Gesellschaft KG
62.48.64.0,62.48.95.255,8192,21/06/00,net.de AG
62.50.96.0,62.50.127.255,8192,08/03/05,LF.net Netzwerksysteme GmbH
62.52.0.0,62.52.255.255,65536,27/05/97,Telefonica Germany GmbH & Co.OHG
62.53.0.0,62.53.255.255,65536,04/01/00,Telefonica Germany GmbH & Co.OHG
62.54.0.0,62.54.255.255,65536,22/03/00,Telefonica Germany GmbH & Co.OHG
62.55.0.0,62.55.255.255,65536,05/10/00,Telefonica Germany GmbH & Co.OHG
62.68.0.0,62.68.31.255,8192,12/06/97,sdt.net AG
62.72.0.0,62.72.63.255,16384,02/05/97,
62.72.64.0,62.72.95.255,8192,22/06/00,1&1 Versatel Deutschland GmbH
62.75.240.0,62.75.255.255,4096,27/07/01,Host Europe GmbH
62.78.64.0,62.78.79.255,4096,10/09/02,
62.80.0.0,62.80.63.255,16384,14/02/02,Claranet Gmbh
62.80.96.0,62.80.127.255,8192,29/10/01,euNetworks GmbH
62.89.160.0,62.89.191.255,8192,18/02/02,EWE TEL GmbH
62.91.0.0,62.91.255.255,65536,11/06/01,Bisping & Bisping GmbH & Co KG
62.93.0.0,62.93.31.255,8192,06/01/10,Stadtwerke Barmstedt
62.93.192.0,62.93.255.255,16384,18/03/02,euNetworks GmbH
62.102.192.0,62.102.223.255,8192,10/03/11,equada network GmbH
62.104.0.0,62.104.255.255,65536,02/05/97,freenet Datenkommunikations GmbH
62.108.32.0,62.108.63.255,8192,19/03/10,comtrance GmbH
62.109.64.0,62.109.127.255,16384,03/08/01,Telefonica Germany GmbH & Co.OHG
62.111.0.0,62.111.127.255,32768,13/07/01,Seicom Verwaltungs GmbH
62.112.32.0,62.112.63.255,8192,15/05/00,GOPAS Solutions GmbH
62.112.64.0,62.112.95.255,8192,15/06/00,complete internet & security gmbh
62.112.128.0,62.112.159.255,8192,23/06/00,
62.113.192.0,62.113.255.255,16384,15/04/09,23media GmbH
62.116.128.0,62.116.159.255,8192,29/06/00,InterNetX GmbH
62.116.160.0,62.116.191.255,8192,23/11/01,InterNetX GmbH
62.117.0.0,62.117.31.255,8192,12/07/00,Tele Columbus AG
62.128.0.0,62.128.31.255,8192,21/04/99,noris network AG
62.128.96.0,62.128.127.255,8192,10/09/01,
62.128.160.0,62.128.191.255,8192,20/01/03,Hughes Network Systems GmbH
62.132.0.0,62.132.255.255,65536,01/08/97,
62.138.0.0,62.138.63.255,16384,19/09/00,Host Europe GmbH
62.138.64.0,62.138.127.255,16384,19/09/00,PlusServer GmbH
62.138.128.0,62.138.191.255,16384,19/09/00,Host Europe GmbH
62.138.192.0,62.138.255.255,16384,19/09/00,PlusServer GmbH
62.141.32.0,62.141.47.255,4096,28/08/02,myLoc managed IT AG
62.141.48.0,62.141.63.255,4096,28/08/02,Keyweb AG
62.141.160.0,62.141.191.255,8192,05/03/02,Forschungsverbund Berlin e.V.
62.143.0.0,62.143.255.255,65536,16/08/01,Unitymedia NRW GmbH
62.144.0.0,62.144.255.255,65536,02/05/97,ecotel communication ag
62.145.0.0,62.145.31.255,8192,13/07/00,Plusnet GmbH
62.146.0.0,62.146.255.255,65536,22/09/00,QSC AG
62.152.160.0,62.152.191.255,8192,21/01/03,NetCom BW GmbH
62.153.0.0,62.153.255.255,65536,04/02/00,Deutsche Telekom AG
62.154.0.0,62.154.255.255,65536,16/12/99,Deutsche Telekom AG
62.155.0.0,62.155.255.255,65536,18/11/99,Deutsche Telekom AG
62.156.0.0,62.156.255.255,65536,19/09/97,Deutsche Telekom AG
62.157.0.0,62.157.255.255,65536,24/08/98,Deutsche Telekom AG
62.158.0.0,62.158.255.255,65536,05/03/99,Deutsche Telekom AG
62.159.0.0,62.159.255.255,65536,05/03/99,Deutsche Telekom AG
62.168.192.0,62.168.223.255,8192,04/07/00,Consultix GmbH
62.169.0.0,62.169.31.255,8192,14/07/00,TODO GmbH
62.176.128.0,62.176.159.255,8192,26/06/00,Claranet Gmbh
62.176.224.0,62.176.255.255,8192,11/04/03,Wobcom GmbH
62.181.128.0,62.181.159.255,8192,18/08/00,Finanz Informatik GmbH & Co. KG
62.192.192.0,62.192.223.255,8192,30/06/00,FinTech Group AG
62.197.0.0,62.197.31.255,8192,17/07/00,Gruner+Jahr GmbH
62.201.160.0,62.201.191.255,8192,21/03/02,IPHH Internet Port Hamburg GmbH
62.204.160.0,62.204.191.255,8192,08/05/03,LEW TelNet GmbH
62.206.0.0,62.206.255.255,65536,24/10/00,Plusnet GmbH
62.209.32.0,62.209.63.255,8192,14/05/03,
62.214.0.0,62.214.255.255,65536,25/10/00,1&1 Versatel Deutschland GmbH
62.216.160.0,62.216.191.255,8192,15/05/03,rh-tec Business GmbH
62.216.192.0,62.216.223.255,8192,20/04/05,M-net Telekommunikations GmbH
62.217.32.0,62.217.63.255,8192,20/05/03,1&1 Versatel Deutschland GmbH
62.220.0.0,62.220.31.255,8192,16/03/98,1&1 Versatel Deutschland GmbH
62.224.0.0,62.224.255.255,65536,04/02/00,Deutsche Telekom AG
62.225.0.0,62.225.255.255,65536,09/05/00,Deutsche Telekom AG
62.226.0.0,62.227.255.255,131072,12/05/00,Deutsche Telekom AG
62.241.32.0,62.241.63.255,8192,28/05/03,SCT Schiele GmbH
62.245.128.0,62.245.159.255,8192,03/10/00,M-net Telekommunikations GmbH
62.245.160.0,62.245.191.255,8192,22/02/02,M-net Telekommunikations GmbH
62.245.192.0,62.245.255.255,16384,28/08/02,M-net Telekommunikations GmbH
62.246.0.0,62.246.255.255,65536,03/11/00,ecotel communication ag
63.142.0.0,63.142.15.255,4096,10/12/10,ngena GmbH
77.0.0.0,77.15.255.255,1048576,21/11/06,Telefonica Germany GmbH & Co.OHG
77.20.0.0,77.23.255.255,262144,08/04/08,Vodafone Kabel Deutschland GmbH
77.24.0.0,77.25.255.255,131072,10/12/07,Vodafone GmbH
77.37.0.0,77.37.127.255,32768,16/03/07,IPFFM - Internet Provider Frankfurt GmbH
77.47.0.0,77.47.127.255,32768,04/01/07,Tele Columbus AG
77.64.128.0,77.64.255.255,32768,16/01/06,Tele Columbus AG
77.67.0.0,77.67.127.255,32768,30/01/07,
77.76.192.0,77.76.255.255,16384,15/02/07,Rockenstein AG
77.78.160.0,77.78.191.255,8192,05/03/07,RFTkabel Brandenburg GmbH
77.90.0.0,77.90.63.255,16384,13/04/07,GHOSTnet GmbH
77.90.128.0,77.90.191.255,16384,19/04/07,K&K Kommunikationssysteme GmbH
77.176.0.0,77.191.255.255,1048576,17/11/06,Telefonica Germany GmbH & Co.OHG
77.220.224.0,77.220.255.255,8192,26/03/07,managedhosting.de GmbH
77.232.224.0,77.232.255.255,8192,18/12/06,L&R NetCon GmbH trading as L&R NetCon GmbH & Co. KG
77.235.160.0,77.235.191.255,8192,22/01/07,Envia Tel GmbH
77.244.96.0,77.244.111.255,4096,27/03/07,inexio Informationstechnologie und Telekommunikation Gmbh
77.245.32.0,77.245.47.255,4096,13/04/07,WISTA Management GmbH
77.246.112.0,77.246.127.255,4096,15/05/07,net services Beteiligungsgesellschaft mbH trading as net services GmbH & Co. KG
77.247.0.0,77.247.15.255,4096,30/05/07,Virtela Technology Services Incorporated
78.34.0.0,78.35.255.255,131072,08/03/07,NetCologne Gesellschaft fur Telekommunikation mbH
78.42.0.0,78.43.255.255,131072,23/03/07,Unitymedia BW GmbH
78.46.0.0,78.47.255.255,131072,16/04/07,Hetzner Online GmbH
78.48.0.0,78.55.255.255,524288,28/02/07,Telefonica Germany GmbH & Co.OHG
78.94.0.0,78.94.255.255,65536,20/07/07,Unitymedia NRW GmbH
78.110.224.0,78.110.239.255,4096,20/08/07,TynTec GmbH
78.111.64.0,78.111.79.255,4096,06/09/07,Surfplanet GmbH
78.111.128.0,78.111.143.255,4096,14/09/07,
78.111.224.0,78.111.239.255,4096,26/09/07,Vikings GmbH
78.138.64.0,78.138.95.255,8192,11/06/07,PlusServer GmbH
78.140.64.0,78.140.127.255,16384,27/06/07,T-Systems International GmbH
78.143.0.0,78.143.63.255,16384,15/08/07,Link11 GmbH
78.153.64.0,78.153.95.255,8192,29/06/07,SOCO SoftCom Datensysteme
78.159.96.0,78.159.127.255,8192,18/09/07,Leaseweb Deutschland GmbH
79.110.80.0,79.110.95.255,4096,09/05/08,
79.132.128.0,79.132.159.255,8192,28/09/07,3w Media GmbH
79.133.32.0,79.133.63.255,8192,04/10/07,First Colo GmbH
79.140.32.0,79.140.47.255,4096,04/10/07,Hosting.de GmbH
79.140.48.0,79.140.63.255,4096,05/10/07,regfish GmbH
79.140.112.0,79.140.127.255,4096,08/10/07,DNS:NET Internet Service GmbH
79.140.176.0,79.140.191.255,4096,10/10/07,ecotel communication ag
79.141.16.0,79.141.31.255,4096,15/10/07,
79.142.32.0,79.142.47.255,4096,30/10/07,Vision Consulting Deutschland GmbH
79.143.48.0,79.143.63.255,4096,20/11/07,
79.143.176.0,79.143.191.255,4096,08/01/10,Contabo GmbH
79.192.0.0,79.255.255.255,4194304,06/06/07,Deutsche Telekom AG
80.64.176.0,80.64.191.255,4096,01/03/04,HL komm Telekommunikations GmbH
80.65.32.0,80.65.47.255,4096,11/05/01,Wronline GbR
80.66.0.0,80.66.15.255,4096,15/05/01,EWE TEL GmbH
80.66.16.0,80.66.31.255,4096,21/02/03,EWE TEL GmbH
80.66.96.0,80.66.111.255,4096,16/05/01,Globalways GmbH
80.67.16.0,80.67.31.255,4096,08/07/04,Host Europe GmbH
80.67.224.0,80.67.239.255,4096,22/05/01,BitPoint AG
80.68.160.0,80.68.175.255,4096,23/05/01,PI Informatik GmbH
80.69.32.0,80.69.47.255,4096,28/05/01,net-lab GmbH
80.69.96.0,80.69.111.255,4096,29/05/01,Unitymedia NRW GmbH
80.69.112.0,80.69.127.255,4096,12/11/04,Arche AG
80.69.192.0,80.69.207.255,4096,31/05/01,Netcom Kassel Gesellschaft fuer Telekommunikation mbH
80.70.160.0,80.70.175.255,4096,01/06/01,
80.70.176.0,80.70.191.255,4096,28/12/04,VegaSystems GmbH & Co. KG
80.70.192.0,80.70.207.255,4096,29/09/09,Rehwork GmbH
80.72.128.0,80.72.143.255,4096,12/06/01,CONTINUM A.G.
80.72.240.0,80.72.255.255,4096,31/01/05,true global communications GmbH
80.73.32.0,80.73.47.255,4096,15/06/01,Tick Trading Software AG
80.73.96.0,80.73.111.255,4096,15/06/01,DegNet GmbH
80.73.112.0,80.73.127.255,4096,07/09/04,DegNet GmbH
80.77.16.0,80.77.31.255,4096,07/03/05,meerfarbig GmbH & Co. KG
80.77.208.0,80.77.223.255,4096,15/03/05,IBM Deutschland Aviation Industry Services GmbH
80.78.80.0,80.78.95.255,4096,16/03/05,Hosting.de GmbH
80.78.160.0,80.78.175.255,4096,04/07/01,TELTA Citynetz GmbH
80.78.176.0,80.78.191.255,4096,09/10/02,TELTA Citynetz GmbH
80.79.224.0,80.79.239.255,4096,12/07/01,Telenec Telekommunikation Neustadt GmbH
80.81.0.0,80.81.15.255,4096,19/07/01,M-net Telekommunikations GmbH
80.81.16.0,80.81.31.255,4096,17/03/03,M-net Telekommunikations GmbH
80.81.192.0,80.81.207.255,4096,24/07/01,DE-CIX Management GmbH
80.81.240.0,80.81.255.255,4096,05/04/05,Speedbone Internet & Connectivity GmbH
80.82.208.0,80.82.223.255,4096,11/04/05,myLoc managed IT AG
80.83.96.0,80.83.111.255,4096,31/07/01,ecotel communication ag
80.83.112.0,80.83.127.255,4096,15/04/05,Bradler & Krantz GmbH & Co. KG
80.83.176.0,80.83.191.255,4096,19/04/05,
80.84.0.0,80.84.15.255,4096,06/08/01,Vodafone Group Services GmbH
80.84.192.0,80.84.207.255,4096,14/08/01,RFT kabel Nord GmbH
80.84.208.0,80.84.223.255,4096,15/08/01,RFT kabel Nord GmbH
80.85.0.0,80.85.15.255,4096,15/08/01,Bisping & Bisping GmbH & Co KG
80.85.192.0,80.85.207.255,4096,15/08/01,Otto (GmbH & Co KG)
80.86.0.0,80.86.15.255,4096,16/08/01,netzhaus aktiengesellschaft
80.87.112.0,80.87.127.255,4096,18/05/05,Teamnet GmbH
80.87.160.0,80.87.175.255,4096,24/08/01,Cancom synaix GmbH
80.88.16.0,80.88.31.255,4096,24/05/05,newone GmbH
80.88.64.0,80.88.79.255,4096,31/07/06,DegNet GmbH
80.89.240.0,80.89.255.255,4096,02/06/05,The New Economy Group GmbH
80.90.96.0,80.90.111.255,4096,07/09/01,Capgemini Outsourcing Services GmbH
80.90.144.0,80.90.159.255,4096,03/06/05,bn:t Blatzheim Networks Telecom GmbH
80.91.96.0,80.91.111.255,4096,12/09/01,LANtana GmbH
80.92.48.0,80.92.63.255,4096,23/06/05,Stellar PCS GmbH
80.94.128.0,80.94.143.255,4096,21/07/08,DATEV eG
80.95.144.0,80.95.159.255,4096,11/08/05,Link11 GmbH
80.128.0.0,80.159.255.255,2097152,06/08/01,Deutsche Telekom AG
80.171.0.0,80.171.255.255,65536,25/04/03,Telefonica Germany GmbH & Co.OHG
80.187.0.0,80.187.255.255,65536,28/05/02,Telekom Deutschland GmbH
80.190.0.0,80.190.255.255,65536,17/07/02,QSC AG
80.209.192.0,80.209.223.255,8192,12/12/01,R-KOM Regensburger Telekommunikationsverwaltungsgesellschaft mbH trading as R-KOM Regensburger Telekommunikationsgesellschaft mbH & Co. KG
80.226.0.0,80.226.255.255,65536,12/12/01,Vodafone GmbH
80.228.0.0,80.228.127.255,32768,18/12/01,EWE TEL GmbH
80.228.128.0,80.228.255.255,32768,14/02/03,EWE TEL GmbH
80.237.160.0,80.237.175.255,4096,12/11/01,Host Europe GmbH
80.237.224.0,80.237.239.255,4096,12/11/01,PlusServer GmbH
80.240.16.0,80.240.31.255,4096,12/08/05,
80.241.192.0,80.241.207.255,4096,22/10/01,Dr. Buelow & Masiak GmbH
80.241.208.0,80.241.223.255,4096,14/02/11,Contabo GmbH
80.242.128.0,80.242.143.255,4096,24/10/01,PlusServer GmbH
80.242.144.0,80.242.159.255,4096,07/03/02,PlusServer GmbH
80.242.160.0,80.242.175.255,4096,26/10/01,1&1 Versatel Deutschland GmbH
80.242.176.0,80.242.191.255,4096,09/12/02,1&1 Versatel Deutschland GmbH
80.243.32.0,80.243.47.255,4096,29/10/01,Envia Tel GmbH
80.243.48.0,80.243.63.255,4096,18/07/02,Envia Tel GmbH
80.243.192.0,80.243.207.255,4096,30/10/01,INFORENT GmbH
80.244.208.0,80.244.223.255,4096,27/09/05,WEBDISCOUNT GmbH & Co. KG
80.244.240.0,80.244.255.255,4096,30/09/05,Hosting.de GmbH
80.245.64.0,80.245.79.255,4096,05/11/01,Netmanufacture GmbH
80.245.144.0,80.245.159.255,4096,07/10/05,Bundesamt fuer Finanzen
80.246.32.0,80.246.47.255,4096,07/11/01,Rohde & Schwarz GmbH & Co. KG
80.246.48.0,80.246.63.255,4096,28/04/09,Host Europe GmbH
80.246.112.0,80.246.127.255,4096,13/10/05,Stadtwerke Langenfeld GmbH
80.250.128.0,80.250.143.255,4096,30/11/01,Aareon Deutschland GmbH
80.251.80.0,80.251.95.255,4096,15/11/05,WYSIWYG Software Design GmbH
80.252.96.0,80.252.111.255,4096,10/12/01,Artfiles New Media GmbH
80.253.208.0,80.253.223.255,4096,01/12/05,Capgemini Outsourcing Services GmbH
80.254.128.0,80.254.143.255,4096,17/12/01,all-connect Data Communications GmbH
80.255.0.0,80.255.15.255,4096,16/04/09,Core-Backbone GmbH
81.2.128.0,81.2.191.255,16384,15/03/02,
81.3.0.0,81.3.63.255,16384,08/04/02,Hostway Deutschland GmbH
81.7.0.0,81.7.63.255,16384,18/09/09,ISPpro Internet KG
81.7.192.0,81.7.223.255,8192,10/09/02,T-Systems International GmbH
81.14.128.0,81.14.255.255,32768,01/08/02,htp GmbH
81.16.48.0,81.16.63.255,4096,06/01/05,Herbst Datentechnik GmbH
81.16.176.0,81.16.191.255,4096,28/02/05,Elaborated Networks GmbH
81.17.96.0,81.17.111.255,4096,09/01/02,QSC AG
81.17.112.0,81.17.127.255,4096,04/08/03,QSC AG
81.17.208.0,81.17.223.255,4096,08/11/05,mpex GmbH
81.18.96.0,81.18.111.255,4096,17/01/02,Dokumenta AG
81.20.80.0,81.20.95.255,4096,06/01/06,QualityHosting AG
81.20.112.0,81.20.127.255,4096,09/01/06,GoeTel GmbH
81.20.128.0,81.20.143.255,4096,12/12/08,Surfplanet GmbH
81.24.32.0,81.24.47.255,4096,12/03/02,Alfred Schruff trading as AIXTRANET
81.24.64.0,81.24.79.255,4096,13/03/02,m.a.x. it AG
81.25.128.0,81.25.143.255,4096,12/03/09,
81.25.160.0,81.25.175.255,4096,25/03/02,wilhelm.tel GmbH
81.26.160.0,81.26.175.255,4096,16/03/09,TelemaxX Telekommunikation GmbH
81.27.112.0,81.27.127.255,4096,09/03/06,TeleData GmbH
81.27.160.0,81.27.175.255,4096,12/04/02,R-KOM Regensburger Telekommunikationsverwaltungsgesellschaft mbH trading as R-KOM Regensburger Telekommunikationsgesellschaft mbH & Co. KG
81.27.224.0,81.27.239.255,4096,15/04/02,HSL SystemDesign GmbH
81.28.64.0,81.28.79.255,4096,17/04/02,Deutsche Telekom AG
